id,text,pattern_type,source,brand_or_site,language,notes,Word_Count,Char_Count,Question_Mark,Exclamation_Mark,Negation_Count,Sentiment,Subordinator_Count,Complexity_Index
341,Stay Subscribed,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,2,15,0,0,0,0.5,0,2
342,Basic Plan (Recommended),visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,24,0,0,0,0.3333333333333333,0,3
343,Remind me later,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,15,0,0,0,0.0,0,3
344,Continue with Premium,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,21,0,0,0,0.6666666666666666,0,3
345,Skip for now (not recommended),visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,5,30,0,0,1,-0.2,0,7
346,End my membership,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,17,0,0,0,0.0,0,3
347,Skip for now (not recommended),visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,5,30,0,0,1,-0.2,0,7
348,Continue with Premium,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,21,0,0,0,0.6666666666666666,0,3
349,Remind me later,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,15,0,0,0,0.0,0,3
350,Continue with Premium,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,21,0,0,0,0.6666666666666666,0,3
351,Stay Subscribed,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,2,15,0,0,0,0.5,0,2
352,End my membership,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,17,0,0,0,0.0,0,3
353,Skip for now (not recommended),visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,5,30,0,0,1,-0.2,0,7
354,Free Shipping*,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,2,14,0,0,0,0.5,0,2
355,Skip for now (not recommended),visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,5,30,0,0,1,-0.2,0,7
356,Stay Subscribed,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,2,15,0,0,0,0.5,0,2
357,End my membership,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,17,0,0,0,0.0,0,3
358,Remind me later,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,15,0,0,0,0.0,0,3
359,Continue with Premium,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,21,0,0,0,0.6666666666666666,0,3
360,Continue with Premium,visual_interference,Compiled research dataset (documented dark pattern styles),Various,English,Microcopy categorized for linguistic analysis,3,21,0,0,0,0.6666666666666666,0,3
